Training with hyperparameters: alpha=0.05, lambda=0.0001
Training data: ./Syn_8_8_8_2_10000/syn_biny/rp30.train.npz
Test data:     ./Syn_8_8_8_2_10000/syn_biny/rn30.test.npz
Loaded data with shape [9000,26]
Defining graph...

Training on experiment 1/10...
0	Obj: 0.6976,	F: 0.6931,	Cf: 0.693,	Imb: 0.0072,	Val: 0.693,	ValImb: 0.0074,	ValObj: 0.70	ate_train: 0.0000,	pehe_train: 0.0000	ate_ood: 0.0000,	pehe_ood: 0.0000,	Acc: 55.86%,	cAcc: 48.05%
4200	Obj: 0.2538,	F: 0.0064,	Cf: 0.323,	Imb: 24,	Val: 0.196,	ValImb: 23,	ValObj: 0.44	ate_train: 0.0096,	pehe_train: 0.8789	ate_ood: 0.0283,	pehe_ood: 0.6086,	Acc: 99.61%,	cAcc: 93.36%
4300	Obj: 0.2546,	F: 0.0072,	Cf: 0.323,	Imb: 24,	Val: 0.201,	ValImb: 23,	ValObj: 0.44	ate_train: 0.0041,	pehe_train: 0.8611	ate_ood: 0.0245,	pehe_ood: 0.5921,	Acc: 100.00%,	cAcc: 91.41%
4400	Obj: 0.2551,	F: 0.0066,	Cf: 0.319,	Imb: 24,	Val: 0.195,	ValImb: 23,	ValObj: 0.44	ate_train: 0.0044,	pehe_train: 0.8749	ate_ood: 0.0268,	pehe_ood: 0.6109,	Acc: 100.00%,	cAcc: 91.80%
4500	Obj: 0.2540,	F: 0.0059,	Cf: 0.329,	Imb: 24,	Val: 0.199,	ValImb: 23,	ValObj: 0.44	ate_train: 0.0091,	pehe_train: 0.8880	ate_ood: 0.0224,	pehe_ood: 0.6257,	Acc: 100.00%,	cAcc: 91.02%
4600	Obj: 0.2539,	F: 0.0063,	Cf: 0.326,	Imb: 24,	Val: 0.198,	ValImb: 23,	ValObj: 0.44	ate_train: 0.0096,	pehe_train: 0.8870	ate_ood: 0.0242,	pehe_ood: 0.5992,	Acc: 100.00%,	cAcc: 91.41%
4700	Obj: 0.2584,	F: 0.0069,	Cf: 0.326,	Imb: 25,	Val: 0.206,	ValImb: 24,	ValObj: 0.45	ate_train: 0.0058,	pehe_train: 0.8770	ate_ood: 0.0251,	pehe_ood: 0.6142,	Acc: 100.00%,	cAcc: 93.75%
4800	Obj: 0.2540,	F: 0.0062,	Cf: 0.313,	Imb: 24,	Val: 0.207,	ValImb: 23,	ValObj: 0.45	ate_train: 0.0028,	pehe_train: 0.8620	ate_ood: 0.0246,	pehe_ood: 0.6043,	Acc: 100.00%,	cAcc: 94.53%
4900	Obj: 0.2594,	F: 0.0057,	Cf: 0.335,	Imb: 25,	Val: 0.204,	ValImb: 24,	ValObj: 0.45	ate_train: 0.0065,	pehe_train: 0.8715	ate_ood: 0.0275,	pehe_ood: 0.6092,	Acc: 100.00%,	cAcc: 91.02%
4999	Obj: 0.2535,	F: 0.0055,	Cf: 0.337,	Imb: 24,	Val: 0.203,	ValImb: 23,	ValObj: 0.44	ate_train: 0.0032,	pehe_train: 0.8712	ate_ood: 0.0232,	pehe_ood: 0.6031,	Acc: 99.61%,	cAcc: 92.19%
Saving result to ./results//results_20240109_164937-127909/...

Training on experiment 2/10...
0	Obj: 0.6970,	F: 0.6931,	Cf: 0.693,	Imb: 0.0053,	Val: 0.693,	ValImb: 0.0053,	ValObj: 0.70	ate_train: 0.0000,	pehe_train: 0.0000	ate_ood: 0.0000,	pehe_ood: 0.0000,	Acc: 56.64%,	cAcc: 40.23%
100	Obj: 0.8267,	F: 0.4450,	Cf: 0.390,	Imb: 58,	Val: 0.446,	ValImb: 61,	ValObj: 0.84	ate_train: 0.0126,	pehe_train: 0.6108	ate_ood: 0.0151,	pehe_ood: 0.5938,	Acc: 70.31%,	cAcc: 71.88%
